id,bookid,title,authors,average_rating,language_code,num_pages,author_name,author_gender,author_average_rating,birthplace,genre_1,genre_2,pages,publish_date,score
6511,19501,Eat  Pray  Love,Elizabeth Gilbert,3.54,eng,368,Elizabeth Gilbert ,female,3.57,United States,Nonfiction,Autobiography,334,February 16th 2006,3467
6524,19543,Where the Wild Things Are,Maurice Sendak,4.22,eng,37,Maurice Sendak ,male,4.2,United States,Childrens,Childrens,37,April 19th 1963,30037
6534,19581,Ghost Story,Peter Straub,3.95,eng,567,Peter Straub ,male,4.02,United States,Horror,Fiction,567,1979,286
6551,19631,Birds of America,Lorrie Moore,4.11,eng,291,Lorrie Moore ,female,3.77,United States,Short Stories,Fiction,291,1998,2173
6554,19659,Swimming Lessons and Other Stories from Firozsha Baag,Rohinton Mistry,3.93,eng,250,Rohinton Mistry ,male,4.27,India,Short Stories,Fiction,303,1987,1713
6557,19668,Without Remorse (Jack Ryan Universe  #1),Tom Clancy,4.18,eng,750,Tom Clancy ,male,4.02,United States,Fiction,Thriller,750,August 11th 1993,1463
6592,19801,Goodbye  Darkness: A Memoir of the Pacific War,William Manchester,4.18,eng,401,William Manchester ,male,4.23,United States,History,Nonfiction,401,September 17th 1980,1926
6597,19809,The Last Lion: Winston Spencer Churchill: Visions of Glory 1874-1932,William Manchester,4.43,eng,992,William Manchester ,male,4.23,United States,Biography,History,992,January 1st 1983,3004
6601,19821,Riddle-Master (Riddle-Master  #1-3),Patricia A. McKillip,4.22,eng,578,Patricia A. McKillip ,female,3.99,United States,Fantasy,Fiction,578,1976,348
6603,19823,Od Magic,Patricia A. McKillip,3.98,eng,315,Patricia A. McKillip ,female,3.99,United States,Fantasy,Fiction,315,June 7th 2005,458
6620,19912,Master of Dragons (Mageverse #5),Angela Knight,4.22,eng,293,Angela Knight ,female,4,"",Romance,Romance,293,2007,1002
6646,20059,Confessions of a Pagan Nun,Kate Horsley,3.88,eng,191,Kate Horsley ,female,3.78,United States,Historical,Fiction,191,2001,1172
6748,20809,Lincoln at Gettysburg: The Words That Remade America,Garry Wills,4.13,eng,320,Garry Wills ,male,3.93,United States,History,Nonfiction,320,1992,585
6788,21031,When Nietzsche Wept,Irvin D. Yalom,4.30,eng,310,Irvin D. Yalom ,male,4.2,United States,Psychology,Fiction,488,1992,1694
6791,21060,Crown Duel (Crown & Court #1-2),Sherwood Smith,4.19,eng,471,Sherwood Smith ,male,4.01,United States,Fantasy,Young Adult,471,March 1st 1997,3505
6833,21277,Already Dead (Joe Pitt  #1),Charlie Huston,3.79,en-US,268,Charlie Huston ,male,3.9,United States,Fantasy,Paranormal,268,2005,4305
6850,21326,Fables  Vol. 1: Legends in Exile,Bill Willingham-Terry Moore-Mike Allred-Lan Medina-Mark Buckingham-Matthew Sturges-Steve Leialoha-Craig Hamilton-Russ Braun-James Jean-Tony Akins-Eric Shanower-Shawn McManus-Jae Lee-Chrissie Zullo-David Petersen,3.97,eng,128,Bill Willingham ,male,4.05,United States,Sequential Art,Sequential Art,128,2002,498
6860,21343,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.02,eng,227,Patrick Lencioni ,male,3.97,United States,Business,Leadership,227,September 28th 1998,1777
6861,21348,Aesop's Fables,Aesop-Laura Harris-Laura Gibbs,4.05,eng,306,Aesop ,male,4.05,Turkey,Classics,Fiction,306,-560,861
6871,21484,The Winds of War (The Henry Family  #1),Herman Wouk,4.37,eng,896,Herman Wouk ,male,4.28,United States,Historical,Fiction,896,November 15th 1971,3009
6873,21491,The Choirboys,Joseph Wambaugh,4.06,eng,368,Joseph Wambaugh ,male,3.95,United States,Fiction,Mystery,368,1975,1152
6901,21611,The Forever War (The Forever War  #1),Joe Haldeman,4.15,eng,278,Joe Haldeman ,male,3.98,United States,Science Fiction,Fiction,278,December 1974,808
6916,21671,Mystic River,Dennis Lehane,4.18,eng,416,Dennis Lehane ,male,4.03,United States,Mystery,Fiction,416,2001,53400
6924,21686,Shutter Island,Dennis Lehane,4.09,eng,369,Dennis Lehane ,male,4.03,United States,Mystery,Fiction,369,April 15th 2003,1852
6927,21704,The Black Dahlia (L.A. Quartet  #1),James Ellroy,3.75,eng,348,James Ellroy ,male,3.88,United States,Mystery,Mystery,348,1987,451
6931,21717,Triptych (Will Trent  #1),Karin Slaughter,4.14,eng,393,Karin Slaughter ,female,4.08,United States,Mystery,Thriller,393,2006,1822
6932,21718,Blindsighted (Grant County  #1),Karin Slaughter,4.10,eng,418,Karin Slaughter ,female,4.08,United States,Mystery,Thriller,418,2001,872
6380,19117,Fathers and Sons,Ivan Turgenev-George Reavy-Jane Costlow,3.96,eng,244,Ivan Turgenev ,male,3.91,Russia,Classics,Fiction,244,February 1862,5125
6940,21726,The Ruins,Scott B. Smith,3.54,en-US,319,Scott B. Smith ,male,3.7,United States,Horror,Fiction,319,2006,2561
6967,21787,The Princess Bride,William Goldman,4.26,eng,398,William Goldman ,male,4.25,United States,Fantasy,Fiction,398,1973,2274
6968,21796,Marathon Man,William Goldman,4.12,eng,236,William Goldman ,male,4.25,United States,Fiction,Thriller,236,January 1st 1974,374
7005,21996,The Devil in the White City: Murder  Magic  and Madness at the Fair That Changed America,Erik Larson-Tony Goldwyn,3.99,eng,447,Erik Larson ,male,3.96,United States,Nonfiction,History,447,2003,4275
7058,22188,Gossip Girl (Gossip Girl  #1),Cecily von Ziegesar,3.51,eng,224,Cecily von Ziegesar ,female,3.62,United States,Young Adult,Womens Fiction,224,2002,8822
7069,22205,This Lullaby,Sarah Dessen,4.03,eng,345,Sarah Dessen ,male,4,United States,Young Adult,Romance,345,May 27th 2002,549
7070,22207,Lullabies for Little Criminals,Heather O'Neill,3.98,eng,330,Heather O'Neill ,female,3.9,Canada,Fiction,Cultural,330,2006,1168
7081,22232,Stargirl (Stargirl  #1),Jerry Spinelli,3.76,eng,186,Jerry Spinelli ,male,3.79,United States,Young Adult,Fiction,186,August 8th 2000,1366
7132,22347,The Invisibles  Volume 1: Say You Want a Revolution,Grant Morrison-Steve Yeowell-Jill Thompson-Dennis Cramer-Peter Milligan,3.95,eng,224,Grant Morrison ,male,3.97,United Kingdom,Sequential Art,Sequential Art,224,1994,4762
7141,22362,JLA  Vol. 1: New World Order,Grant Morrison-Howard Porter-John Dell,3.97,en-US,93,Grant Morrison ,male,3.97,United Kingdom,Sequential Art,Sequential Art,93,1997,1485
7155,22399,Invisible,Pete Hautman,3.84,eng,160,Pete Hautman ,male,3.63,United States,Young Adult,Realistic Fiction,160,June 1st 2005,662
7161,22416,Transmetropolitan  Vol. 1: Back on the Street,Warren Ellis-Darick Robertson-Darick Robertston-Rodney Ramos-Garth Ennis-Nathan Eyring-Patrick Stewart,4.22,eng,144,Warren Ellis ,male,4.13,United Kingdom,Sequential Art,Sequential Art,144,January 1998,1809
7182,22470,The Origin of Satan: How Christians Demonized Jews  Pagans and Heretics,Elaine Pagels,3.90,eng,240,Elaine Pagels ,female,3.92,"",Religion,History,240,1995,244
7216,22584,Flow My Tears  the Policeman Said,Philip K. Dick,3.93,eng,204,Philip K. Dick ,male,3.93,United States,Science Fiction,Fiction,231,February 1974,734
7227,22613,Simulacra and Simulation,Jean Baudrillard-Sheila Faria Glaser,3.98,eng,164,Jean Baudrillard ,male,3.94,France,Philosophy,Nonfiction,164,1981,480
7238,22649,Bookends,Jane Green,3.71,eng,368,Jane Green ,female,3.59,United Kingdom,Womens Fiction,Fiction,368,January 1st 2000,584
7318,22904,The Complete Stories,Franz Kafka-Nahum N. Glatzer-John Updike-Willa Muir-Edwin Muir-Tania Stern-James Stern-Ernst Kaiser-Eithne Wilkins,4.35,eng,486,Franz Kafka ,male,3.89,Austria-Hungary,Fiction,Short Stories,486,1946,2500
7319,22911,Amerika,Franz Kafka,3.75,eng,336,Franz Kafka ,male,3.89,Austria-Hungary,Fiction,Classics,336,1927,831
7339,22992,The Selected Poems,Federico García Lorca-Francisco García Lorca-Donald M. Allen,4.31,eng,186,Federico García Lorca ,male,3.98,Spain,Poetry,European Literature,186,1936,2896
7406,23230,Naomi and Ely's No Kiss List,Rachel Cohn-David Levithan,3.44,eng,230,Rachel Cohn ,female,3.69,United States,Young Adult,Lgbt,230,2007,6337
7434,23316,Round Ireland with a Fridge,Tony Hawks,3.79,en-US,248,Tony Hawks ,male,3.75,United Kingdom,Travel,Nonfiction,248,January 1st 1997,931
7440,23340,Tailchaser's Song,Tad Williams,3.97,eng,364,Tad Williams ,male,4,United States,Fantasy,Fiction,364,1985,3006
7483,23522,Mythology,Edith Hamilton-Steele Savage,3.99,eng,497,Edith Hamilton ,female,3.99,Germany,Fantasy,Classics,497,1942,1575
7499,23577,Lies & the Lying Liars Who Tell Them: A Fair & Balanced Look at the Right,Al Franken,3.81,en-US,421,Al Franken ,male,3.97,United States,Nonfiction,Politics,421,January 1st 2003,22807
7501,23584,I'm Good Enough  I'm Smart Enough  & Doggone It  People Like Me!,Al Franken-Melody Beattie-Stuart Smalley,3.80,en-US,352,Al Franken ,male,3.97,United States,Humor,Fiction,352,1992,4121
7524,23686,Ranma ½  Vol. 1 (Ranma ½ (US 2nd)  #1),Rumiko Takahashi,4.15,eng,304,Rumiko Takahashi ,female,4.23,Japan,Sequential Art,Sequential Art,304,May 1988,12606
7558,23770,The Egg and I (Betty MacDonald Memoirs  #1),Betty MacDonald,3.93,eng,288,Betty MacDonald ,female,4.16,United States,Humor,Autobiography,288,1945,975
7568,23793,The Dark Descent,David G. Hartwell-Clive Barker-Ray Bradbury-John Collier-Shirley Jackson-Stephen King-Joyce Carol Oates,4.26,eng,1011,David G. Hartwell ,male,3.92,Massachusetts,Horror,Short Stories,1011,1987,2452
7574,23807,The Silence of the Lambs  (Hannibal Lecter  #2),Thomas  Harris,4.18,eng,338,Thomas   Harris ,male,4.05,United States,Horror,Fiction,338,1988,1050
7599,23856,The Sisters: The Saga of the Mitford Family,Mary S. Lovell,3.97,eng,611,Mary S. Lovell ,female,4.01,United Kingdom,Biography,Nonfiction,609,2001,2177
7606,23878,Chronicle of a Death Foretold,Gabriel García Márquez-Gregory Rabassa,3.96,eng,120,Gabriel García Márquez ,male,3.96,Colombia,Fiction,Classics,112,April 1981,745
7619,23913,The Marriage of Heaven and Hell,William Blake,4.24,eng,48,William Blake ,male,4.17,United Kingdom,Poetry,Classics,82,1790,2227
7620,23919,The Complete Stories and Poems,Edgar Allan Poe,4.38,eng,821,Edgar Allan Poe ,male,4.17,United States,Classics,Poetry,821,1966,823
7681,24100,The Golden Notebook,Doris Lessing,3.76,eng,640,Doris Lessing ,female,3.65,Iran,Fiction,Classics,640,1962,2195
7682,24113,Gödel  Escher  Bach: An Eternal Golden Braid,Douglas R. Hofstadter,4.30,eng,777,Douglas R. Hofstadter ,male,4.18,United States,Science,Nonfiction,777,1979,1011
7705,24172,Amelia's Notebook (Amelia's Notebooks  #1),Marissa Moss,4.00,eng,40,Marissa Moss ,male,3.98,United States,Childrens,Fiction,40,January 1st 1995,975
7708,24178,Charlotte's Web,E.B. White-Garth Williams-Rosemary Wells,4.16,eng,184,E.B. White ,male,4.14,United States,Classics,Childrens,184,1952,11868
7721,24213,Alice's Adventures in Wonderland & Through the Looking-Glass,Lewis Carroll-John Tenniel-Martin Gardner,4.07,eng,239,Lewis Carroll ,male,4.06,United Kingdom,Classics,Fantasy,239,1872,6401
7730,24248,Black Ice (Ice  #1),Anne Stuart,3.71,eng,377,Anne Stuart ,female,3.76,"",Romance,Romance,377,2005,2588
7404,23228,Boy Meets Boy,David Levithan,3.84,eng,185,David Levithan ,male,3.82,United States,Young Adult,Lgbt,185,September 9th 2003,1350
7739,24280,Les Misérables,Victor Hugo-Lee Fahnestock-Norman MacAfee,4.16,eng,1463,Victor Hugo ,male,4.12,France,Classics,Fiction,1463,1862,3896
7741,24283,Les Misérables,Victor Hugo-Charles E. Wilbour-James K. Robinson,4.29,eng,400,Victor Hugo ,male,4.12,France,Classics,Fiction,487,1862,1073
7760,24335,The Trumpet of the Swan,E.B. White-Fred Marcellino,4.07,eng,252,E.B. White ,male,4.14,United States,Childrens,Classics,252,1970,884
7762,24337,Ella Enchanted (Ella Enchanted #1),Gail Carson Levine,3.98,eng,232,Gail Carson Levine ,female,3.92,United States,Fantasy,Young Adult,232,1997,7383
7770,24384,The Cricket in Times Square,George Selden-Garth Williams,4.02,eng,134,George Selden ,male,4.01,United States,Childrens,Fiction,134,1960,1900
7773,24403,Nine Horses,Billy Collins,4.17,eng,144,Billy Collins ,male,4.17,United States,Poetry,Adult,144,2002,689
7793,24472,Peony in Love,Lisa See,3.60,eng,273,Lisa See ,male,3.98,France,Historical,Fiction,273,2007,298
7798,24482,A Sorrow Beyond Dreams,Peter Handke-Ralph Manheim-Jeffrey Eugenides,3.82,eng,76,Peter Handke ,male,3.55,Austria,Nonfiction,European Literature,76,1972,678
7805,24520,The Complete Aubrey/Maturin Novels (5 Volumes),Patrick O'Brian,4.70,eng,6576,Patrick O'Brian ,male,4.31,United Kingdom,Historical,Fiction,6576,1994,21766
7818,24569,The Gangs of New York,Herbert Asbury-Jorge Luis Borges,3.59,eng,384,Herbert Asbury ,male,3.65,United States,History,Nonfiction,384,1927,1662
7823,24583,The Adventures of Tom Sawyer,Mark Twain-Guy Cardwell-John Seelye,3.91,eng,244,Mark Twain ,male,3.86,United States,Classics,Fiction,244,1876,4525
7848,24655,D'Aulaires' Book of Norse Myths,Ingri d'Aulaire-Edgar Parin d'Aulaire-Michael Chabon,4.38,eng,154,Ingri d'Aulaire ,female,4.32,Norway,Fantasy,Fantasy,154,1967,2934
7850,24658,The Prose Edda,Snorri Sturluson-Jesse L. Byock,4.16,eng,180,Snorri Sturluson ,male,4.15,Iceland,Fantasy,Classics,180,1220,519
7870,24731,The Tortilla Curtain,T. Coraghessan Boyle,3.65,eng,355,T. Coraghessan Boyle ,male,3.7,United States,Fiction,Contemporary,355,by,3135
7884,24768,Pretties (Uglies  #2),Scott Westerfeld,3.85,eng,370,Scott Westerfeld ,male,3.84,United States,Young Adult,Science Fiction,370,2005,60288
7891,24780,The Book of Three (The Chronicles of Prydain  #1),Lloyd Alexander,4.00,en-US,190,Lloyd Alexander ,male,4.06,United States,Fantasy,Young Adult,190,March 12th 1964,3369
7892,24781,The High King (The Chronicles of Prydain  #5),Lloyd Alexander,4.24,eng,253,Lloyd Alexander ,male,4.06,United States,Fantasy,Young Adult,253,October 27th 1968,724
7903,24800,House of Leaves,Mark Z. Danielewski,4.12,eng,705,Mark Z. Danielewski ,male,4.05,United States,Horror,Fiction,705,2000,295
7906,24812,The Complete Calvin and Hobbes,Bill Watterson,4.82,eng,1456,Bill Watterson ,male,4.67,United States,Sequential Art,Humor,1456,2005,3199
7910,24816,Homicidal Psycho Jungle Cat (Calvin and Hobbes #9),Bill Watterson,4.72,eng,176,Bill Watterson ,male,4.67,United States,Sequential Art,Humor,176,September 1st 1994,1981
7988,24970,Either/Or: A Fragment of Life,Søren Kierkegaard-Victor Eremita-Alastair Hannay,4.17,eng,640,Søren Kierkegaard ,male,4.07,Denmark,Philosophy,Nonfiction,640,February 20th 1843,952
7995,24983,Doomsday Book (Oxford Time Travel  #1),Connie Willis,4.03,eng,578,Connie Willis ,female,3.92,United States,Science Fiction,Science Fiction,578,June 5th 1992,1576
7997,24985,Bellwether,Connie Willis,3.93,en-US,248,Connie Willis ,female,3.92,United States,Science Fiction,Fiction,248,1996,2229
8003,25014,The Map That Changed the World,Simon Winchester,3.82,eng,352,Simon Winchester ,male,3.84,United Kingdom,History,Nonfiction,352,August 7th 2001,2204
8007,25019,The Professor and the Madman: A Tale of Murder  Insanity and the Making of the Oxford English Dictionary,Simon Winchester,3.84,eng,242,Simon Winchester ,male,3.84,United Kingdom,History,Nonfiction,242,September 28th 1998,1453
8022,25051,Mrs. Piggle-Wiggle (Mrs. Piggle Wiggle  #1),Betty MacDonald-Alexandra Boiger,4.16,eng,144,Betty MacDonald ,female,4.16,United States,Childrens,Fiction,3,1947,648
8030,25065,Dazzling Brightness (Greek Myths  #1),Roberta Gellis,3.82,eng,446,Roberta Gellis ,female,3.98,"",Fantasy,Romance,446,1994,1931
8034,25078,Savage Inequalities: Children in America's Schools,Jonathan Kozol,4.24,eng,272,Jonathan Kozol ,male,4.17,United States,Education,Nonfiction,272,August 1991,1396
8048,25148,The Fuck-Up,Arthur Nersesian,3.57,eng,304,Arthur Nersesian ,male,3.6,"",Fiction,Novels,304,1997,973
8050,25152,Uzumaki: Spiral into Horror  Vol. 1,Junji Ito-伊藤潤二,4.31,eng,208,Junji Ito ,male,4.13,Japan,Sequential Art,Horror,208,August 1998,570
8060,25176,The Man With a Load of Mischief (Richard Jury  #1),Martha Grimes,3.99,eng,272,Martha Grimes ,female,3.89,United States,Mystery,Fiction,272,1981,353
8063,25190,Beauty's Release (Sleeping Beauty  #3),A.N. Roquelaure-Anne Rice,3.71,eng,238,A.N. Roquelaure ,male,3.54,"",Adult Fiction,Fiction,238,June 7th 1985,2355
8064,25191,A Personal Matter,Kenzaburō Ōe-John Nathan,3.88,eng,165,Kenzaburō Ōe ,male,3.78,Japan,Fiction,Cultural,165,1964,673
8069,25200,Silence,Shūsaku Endō-William Johnston,4.08,eng,201,Shūsaku Endō ,male,4.02,Japan,Fiction,Historical,201,1966,5901
8097,25320,March Upcountry (Empire of Man  #1),David Weber-John Ringo,4.18,eng,608,David Weber ,male,4.13,United States,Science Fiction,Fiction,608,2001,1938
8111,25365,Out,Natsuo Kirino-Stephen Snyder,3.93,eng,400,Natsuo Kirino ,female,3.76,Japan,Fiction,Cultural,400,July 15th 1997,1830
8115,25373,Nick & Norah's Infinite Playlist,Rachel Cohn-David Levithan,3.72,eng,183,Rachel Cohn ,female,3.69,United States,Young Adult,Romance,183,2006,2113
8147,25491,Escape from Freedom,Erich Fromm,4.24,eng,301,Erich Fromm ,male,4.08,Germany,Psychology,Philosophy,301,1941,1201
8163,25587,The Second World War,Winston S. Churchill-John Keegan,4.44,eng,4736,Winston S. Churchill ,male,4.27,United Kingdom,History,Nonfiction,4736,1948,588
8174,25673,City of God,Augustine of Hippo-Henry Bettenson,3.92,eng,1186,Augustine of Hippo ,male,3.93,Algeria,Philosophy,Religion,1097,426,6790
8177,25689,The Agricola and The Germania,Tacitus-Harold Mattingly-S.A. Handford,3.98,eng,174,Tacitus ,male,4.01,"",History,Classics,174,98,2303
8185,25709,Summa Theologica  5 Vols,Thomas Aquinas,4.10,eng,3020,Thomas Aquinas ,male,4.01,Italy,Philosophy,Religion,3020,1274,1800
8192,25737,The Collected Stories of Isaac Bashevis Singer,Isaac Bashevis Singer-Herb Johnson,4.37,eng,624,Isaac Bashevis Singer ,male,4.06,Poland,Short Stories,Fiction,624,1982,1564
8213,25807,The Postman Always Rings Twice,James M. Cain,3.80,eng,116,James M. Cain ,male,3.92,United States,Fiction,Classics,116,1934,484
8249,25921,Love Mode  Vol. 1,Yuki Shimizu,3.92,eng,192,Yuki Shimizu ,female,4.13,Japan,Sequential Art,Manga,192,1996,3982
8276,26046,Morrigan's Cross (Circle Trilogy  #1),Nora Roberts,4.14,eng,321,Nora Roberts ,female,4.08,United States,Romance,Fantasy,321,2006,2320
8291,26085,Identity Crisis,Brad Meltzer-Rags Morales-Michael Bair-Joss Whedon,4.04,eng,288,Brad Meltzer ,male,3.87,United States,Sequential Art,Sequential Art,288,2004,3747
8349,26348,Paris 1919: Six Months that Changed the World,Margaret MacMillan-Richard Holbrooke,4.07,eng,570,Margaret MacMillan ,female,4.05,Canada,History,Nonfiction,570,September 6th 2001,6668
8410,26653,The Coal Tattoo,Silas House,4.04,eng,368,Silas House ,male,4.04,United States,Fiction,Historical,368,2004,1556
8426,26759,Dark Water,Kōji Suzuki-Glynne Walley,3.61,eng,279,Kōji Suzuki ,male,3.75,Japan,Horror,Short Stories,279,1996,1937
8430,26784,Abandoned Prayers: The Incredible True Story of Murder  Obsession and Amish Secrets,Gregg Olsen,3.78,eng,399,Gregg Olsen ,male,3.82,United States,Crime,Nonfiction,416,1990,1121
8468,27003,The Eyre Affair (Thursday Next  #1),Jasper Fforde,3.91,eng,374,Jasper Fforde ,male,4.02,United Kingdom,Fantasy,Fiction,374,July 19th 2001,1126
8489,27126,Bitter Is the New Black: Confessions of a Condescending  Egomaniacal  Self-Centered Smartass  Or  Why You Should Never Carry A Prada Bag to the Unemployment Office,Jen Lancaster,3.90,eng,400,Jen Lancaster ,female,3.87,United States,Womens Fiction,Nonfiction,400,2006,382
8503,27208,The Third Policeman,Flann O'Brien-Denis Donoghue,4.02,eng,200,Flann O'Brien ,male,3.97,Ireland,Fiction,European Literature,200,1967,503
8508,27252,Pope Joan,Donna Woolfolk Cross,4.07,eng,422,Donna Woolfolk Cross ,female,4.07,United States,Historical,Fiction,422,1996,1027
8510,27266,Glass Houses (The Morganville Vampires  #1),Rachel Caine,3.92,eng,239,Rachel Caine ,male,4.09,United States,Paranormal,Young Adult,239,2006,551
8516,27298,The Twentieth Wife (Taj Mahal Trilogy  #1),Indu Sundaresan,4.04,en-US,380,Indu Sundaresan ,male,3.97,India,Historical,Fiction,380,January 29th 2002,498
8520,27304,Buddha,Karen Armstrong,3.89,eng,240,Karen Armstrong ,male,3.9,United Kingdom,Religion,Religion,240,2001,1076
8522,27308,The Spiral Staircase: My Climb Out of Darkness,Karen Armstrong,4.00,eng,306,Karen Armstrong ,male,3.9,United Kingdom,Religion,Nonfiction,306,2004,1934
8523,27309,The Battle for God: A History of Fundamentalism,Karen Armstrong,3.93,eng,480,Karen Armstrong ,male,3.9,United Kingdom,Religion,History,480,January 1st 2000,570
8528,27323,Hiroshima,John Hersey,3.96,eng,152,John Hersey ,male,3.96,China,History,Nonfiction,152,1946,602
8531,27333,Silent Spring,Rachel Carson-Linda Lear-Edward O. Wilson,3.97,eng,378,Rachel Carson ,female,4.01,United States,Nonfiction,Science,378,September 27th 1962,6457
8573,27494,Leaves of Grass,Walt Whitman,4.12,eng,624,Walt Whitman ,male,4.13,United States,Poetry,Classics,624,1855,19236
8599,27580,There Is Nothing Wrong with You: Going Beyond Self-Hate,Cheri Huber-June Shiver,4.18,eng,239,Cheri Huber ,female,4.18,"",Self Help,Nonfiction,239,May 1st 1997,615
8619,27689,Mary Stewart's Merlin Trilogy (Arthurian Saga  #1-3),Mary  Stewart,4.39,eng,928,Mary  Stewart ,female,4.05,United Kingdom,Fantasy,Fiction,928,January 1st 1978,520
8628,27712,The Neverending Story,Michael Ende-Ralph Manheim-Roswitha Quadflieg,4.18,eng,396,Michael Ende ,male,4.21,Germany,Fantasy,Classics,396,1979,486
8686,27999,Close Range,Annie Proulx,3.99,eng,285,Annie Proulx ,female,3.88,United States,Short Stories,Fiction,285,May 10th 1999,875
8708,28078,The Birth of Venus,Sarah Dunant,3.80,eng,427,Sarah Dunant ,male,3.77,United Kingdom,Historical,Fiction,427,2003,237
8719,28116,The Know-It-All: One Man's Humble Quest to Become the Smartest Person in the World,A.J. Jacobs,3.77,eng,389,A.J. Jacobs ,male,3.75,United States,Nonfiction,Humor,389,January 1st 2004,622
8730,28186,The Sea of Monsters (Percy Jackson and the Olympians  #2),Rick Riordan,4.24,eng,279,Rick Riordan ,male,4.32,United States,Fantasy,Young Adult,279,2006,3261
8731,28187,The Lightning Thief (Percy Jackson and the Olympians  #1),Rick Riordan,4.24,eng,377,Rick Riordan ,male,4.32,United States,Fantasy,Young Adult,375,June 28th 2005,10696
8735,28194,Inkheart,Cornelia Funke-Anthea Bell,3.87,eng,563,Cornelia Funke ,female,3.91,Germany,Fantasy,Young Adult,548,September 23rd 2003,1471
8736,28195,Inkspell,Cornelia Funke-Anthea Bell,3.92,eng,635,Cornelia Funke ,female,3.91,Germany,Fantasy,Young Adult,655,October 1st 2005,1301
8746,28212,And the Band Played On: Politics  People  and the AIDS Epidemic,Randy Shilts-William Greider,4.39,eng,656,Randy Shilts ,male,4.37,United States,Nonfiction,History,656,1987,2094
8754,28239,Dark Star Safari: Overland from Cairo to Cape Town,Paul Theroux,3.96,eng,485,Paul Theroux ,male,3.83,United States,Travel,Cultural,485,2002,2557
8759,28249,The Magicians' Guild (Black Magician Trilogy  #1),Trudi Canavan,3.96,eng,467,Trudi Canavan ,female,4.02,Australia,Fantasy,Fantasy,384,2001,3819
8796,28381,Dead Souls,Nikolai Gogol-Robert A. Maguire,3.99,eng,512,Nikolai Gogol ,male,4.05,Ukraine,Classics,Fiction,512,1842,9588
8810,28413,The Ladies' Paradise,Émile Zola-Robin Buss-Brian  Nelson,3.99,eng,438,Émile Zola ,male,3.93,France,Classics,Fiction,438,1883,455
8819,28426,The Last Mermaid,Shana Abe,3.73,eng,581,Shana Abe ,female,3.77,United States,Romance,Fantasy,581,June 1st 2004,846
8822,28429,The Smoke Thief (Drakon  #1),Shana Abe,3.74,eng,352,Shana Abe ,female,3.77,United States,Fantasy,Romance,352,September 2005,2209
8823,28434,JR,William Gaddis-Frederick R. Karl,4.28,eng,752,William Gaddis ,male,4.08,United States,Fiction,Classics,752,1975,1181
8841,28481,Dragon Wing (The Death Gate Cycle  #1),Margaret Weis-Tracy Hickman,3.95,eng,430,Margaret Weis ,male,4,United States,Fantasy,Fiction,430,1990,13703
8654,27822,Eugene Onegin,Alexander Pushkin-James E. Falen,4.09,eng,240,Alexander Pushkin ,male,4.08,Russia,Classics,Poetry,240,1837,1462
8867,28541,Dragonsong (Harper Hall  #1),Anne McCaffrey,4.25,eng,192,Anne McCaffrey ,female,4.08,United States,Fantasy,Science Fiction,192,March 1976,3349
8902,28660,The Curse of the Mistwraith (Wars of Light and Shadow  #1),Janny Wurts,3.76,eng,830,Janny Wurts ,female,4.18,"",Fantasy,Fantasy,830,1993,808
8911,28676,American Psycho,Bret Easton Ellis,3.82,eng,399,Bret Easton Ellis ,male,3.7,United States,Fiction,Horror,399,450,
8917,28695,City of Golden Shadow (Otherland  #1),Tad Williams,3.91,eng,780,Tad Williams ,male,4,United States,Fantasy,Science Fiction,780,December 5th 1996,1412
8921,28700,Falling Man,Don DeLillo,3.21,eng,246,Don DeLillo ,male,3.68,United States,Fiction,Novels,246,2007,919
8936,28735,By the Sword (Valdemar),Mercedes Lackey,4.25,eng,492,Mercedes Lackey ,female,4.01,United States,Fantasy,Fiction,492,February 1991,17346
8957,28815,Influence: The Psychology of Persuasion,Robert B. Cialdini,4.18,eng,320,Robert B. Cialdini ,male,4.14,United States,Psychology,Business,320,January 1st 1984,382
8969,28862,The Prince,Niccolò Machiavelli-Rufus Goodwin-Benjamin Martinez,3.80,eng,140,Niccolò Machiavelli ,male,3.81,Italy,Classics,Philosophy,134,1513,566
8977,28873,Dragonology: The Complete Book of Dragons (Ologies  #1),Dugald A. Steer-Ernest Drake-Wayne Anderson-Helen Ward-Douglas Carrel,4.10,eng,32,Dugald A. Steer ,male,4.08,United Kingdom,Fantasy,Fantasy,32,2003,6221
8979,28876,His Majesty's Dragon (Temeraire  #1),Naomi Novik,4.06,eng,353,Naomi Novik ,female,4.03,United States,Fantasy,Fantasy,353,2006,1268
8981,28881,Lamb: The Gospel According to Biff  Christ's Childhood Pal,Christopher Moore,4.26,eng,444,Christopher Moore ,male,3.96,United States,Humor,Fiction,444,March 1st 2002,2337
9009,29011,One Hundred Demons,Lynda Barry,4.16,en-GB,224,Lynda Barry ,female,4.13,United States,Sequential Art,Sequential Art,224,August 13th 2002,1773
9011,29022,The Twelve Caesars,Suetonius-Michael Grant-Robert Graves,4.05,eng,363,Suetonius ,male,4.04,Algeria,History,Classics,363,121,5485
9017,29036,The Great Influenza: The Story of the Deadliest Pandemic in History,John M. Barry,3.95,eng,546,John M. Barry ,male,4.01,United States,History,Nonfiction,560,February 9th 2004,1063
